simulation_id,distance,mass1,mass2,mchirp,q,inclination,ifos,snr,waveform,mstr,q_waveform
1289,690.038,1.4941646,1.4030166000000002,1.2603222971555141,0.938997350091148,2.412137,H1-K1-L1,8.384400842256696,sfhx_mtot2times1.4400_q0.9500_id2poles.dat,140148,0.95
1290,368.38242,1.4045963,1.484536,1.2569901263778802,0.9461517268695404,2.7896455,H1-K1-V1,16.56655788865492,sfhx_mtot2times1.4400_q0.9500_id2poles.dat,140148,0.95
1296,602.82421,1.4082848,1.4329642,1.2366694724149658,0.9827773785276701,2.6655568,H1-K1-L1-V1,8.478314446887238,sfhx_m1-1.4200_m2-1.4200_id2poles.dat,142142,1.00
1321,761.45956,1.5013746,1.3285351,1.2290307326117038,0.8848791634013257,0.36129473,H1-L1-V1,9.990430069661393,sfhx_mtot2times1.4200_q0.9000_id2poles.dat,135149,0.90
1334,390.22495,1.5880518999999995,1.3484708,1.2730840308644595,0.8491352203287564,0.66498489,K1-L1-V1,12.22095787553095,sfhx_mtot2times1.4400_q0.8500_id2poles.dat,132156,0.85
1353,525.27181,1.4975143999999998,1.4327097,1.2750797772437952,0.9567251573674352,2.3101974,K1-L1-V1,8.484767588127196,sfhx_mtot2times1.4400_q0.9500_id2poles.dat,140148,0.95
1362,600.02298,1.3698208,1.400304,1.2056792437569948,0.9782310126943864,0.6415623,H1-K1-L1-V1,10.33595366463336,sfhx_m1-1.3800_m2-1.3800_id2poles.dat,138138,1.00
1403,172.59473,1.3405642,1.4106542,1.1970709637704513,0.9503138331137424,2.3747299,H1,18.05095215876562,sfhx_mtot2times1.3800_q0.9500_id2poles.dat,134142,0.95
1410,268.52828,1.3977291,1.516096,1.2670598498855568,0.9219265138883028,1.9867353,H1-K1-L1-V1,17.689975976961552,sfhx_mtot2times1.4400_q0.9000_id2poles.dat,136152,0.90
1421,614.90799,1.5379812,1.4313266000000002,1.2914655257261034,0.9306528584354608,0.5617270999999999,H1-L1,10.394027157817181,sfhx_mtot2times1.4400_q0.9500_id2poles.dat,140148,0.95
1423,396.56612,1.4053878,1.5425193,1.2814843679433303,0.911099005373871,1.9827651,H1-K1-L1-V1,10.51451069343786,sfhx_mtot2times1.4400_q0.9000_id2poles.dat,136152,0.90
1426,586.50006,1.5995691,1.3633721,1.2847713352240355,0.8523371075372737,0.85371633,H1-K1-L1-V1,9.059345168738096,sfhx_mtot2times1.4400_q0.8500_id2poles.dat,132156,0.85
1428,379.39541,1.3810581,1.4488299,1.231356366500874,0.9532230802249456,2.2020693,H1-K1-V1,9.898982413354704,sfhx_mtot2times1.4200_q0.9500_id2poles.dat,138146,0.95
1430,255.26417,1.4000712,1.3791133,1.2096690399191024,0.9850308327176504,2.1079582,L1,13.032420581531081,sfhx_m1-1.3800_m2-1.3800_id2poles.dat,138138,1.00
1443,513.91441,1.4500601999999998,1.4674088,1.2698751979850933,0.9881773913308954,0.55358495,H1-V1,8.841401485534849,sfhx_m1-1.4400_m2-1.4400_id2poles.dat,144144,1.00
1448,781.17199,1.5515868,1.4158391,1.2900246535988873,0.9125104054765096,2.7544882,H1-K1-L1-V1,8.6738779566788,sfhx_mtot2times1.4400_q0.9000_id2poles.dat,136152,0.90
1451,326.9138200000001,1.5033627,1.4713472,1.2947276980883164,0.9787040745390316,1.5980136,H1-K1-L1,11.921343628949227,sfhx_m1-1.4400_m2-1.4400_id2poles.dat,144144,1.00
1487,341.8361700000001,1.3576247,1.4094038,1.2041660394486111,0.9632616997343132,1.8011872,H1-K1-L1-V1,10.173080884544973,sfhx_mtot2times1.3800_q0.9500_id2poles.dat,134142,0.95
1488,246.40167,1.4920512,1.1911181999999998,1.1590803243732306,0.79830920011324,3.069558,H1-K1-L1-V1,25.88898922221232,sfhx_mtot2times1.3400_q0.8000_id2poles.dat,119149,0.80
1495,355.9142700000001,1.5266332,1.3578943,1.252983823542186,0.8894699132705879,0.59957132,H1-K1-L1-V1,15.45982594909008,sfhx_mtot2times1.4400_q0.9000_id2poles.dat,136152,0.90
1496,220.76868,1.3730957,1.3685596000000002,1.1933728228360978,0.996696442935478,2.0792199,H1-K1-L1,10.93534719569333,sfhx_m1-1.3800_m2-1.3800_id2poles.dat,138138,1.00
1501,385.82349,1.4008314,1.3900525,1.2147919032634862,0.9923053552340416,1.0695733,H1-K1-L1-V1,9.675460776052162,sfhx_m1-1.4000_m2-1.4000_id2poles.dat,140140,1.00
1510,161.28845,1.479596,1.4917743,1.2933510085457272,0.991836365594983,1.8096182,H1-K1-L1-V1,12.27891398722111,sfhx_m1-1.4400_m2-1.4400_id2poles.dat,144144,1.00
1518,183.19688,1.356725,1.4708774,1.229581480484765,0.9223916282893462,2.5286203,K1-L1,14.407370045669339,sfhx_mtot2times1.4200_q0.9000_id2poles.dat,135149,0.90
1519,491.59255999999993,1.3509668,1.4152368999999998,1.2036700664692812,0.9545870376895912,0.36802596,H1-K1-L1-V1,9.539703744251783,sfhx_mtot2times1.3800_q0.9500_id2poles.dat,134142,0.95
1524,417.85534,1.4355803,1.3994468999999998,1.2338969839640872,0.9748301087720412,2.0394101000000004,H1-K1-L1-V1,13.249280950752368,sfhx_m1-1.4200_m2-1.4200_id2poles.dat,142142,1.00
1527,233.85628,1.4573725,1.4006795,1.2437456661066055,0.9610991699102324,2.2336523,K1-L1-V1,14.40053727435142,sfhx_mtot2times1.4200_q0.9500_id2poles.dat,138146,0.95
1538,596.0894099999998,1.493533,1.3691242,1.2446313415152734,0.9167016731468272,2.7497591,H1-K1-L1-V1,11.437035025817261,sfhx_mtot2times1.4400_q0.9000_id2poles.dat,136152,0.90
1558,129.82633,1.4016375,1.3030459,1.1763429832225347,0.9296597015990224,2.0012655,H1-K1,17.83660254601979,sfhx_mtot2times1.3600_q0.9500_id2poles.dat,133139,0.95
1564,572.54668,1.5488038,1.4384547,1.299214909960244,0.9287520472250906,2.3147551,H1-K1-L1,10.861435869881781,sfhx_mtot2times1.4400_q0.9500_id2poles.dat,140148,0.95
1567,438.58077,1.4336993,1.5208906,1.2853878413998452,0.9426708929623208,2.3085478,H1-K1-L1-V1,9.8341482184814,sfhx_mtot2times1.4400_q0.9500_id2poles.dat,140148,0.95
1571,163.40563999999995,1.5209006,1.4272858,1.2824961736661342,0.9384477854765788,1.1822636999999998,H1-K1-L1-V1,18.03534515584544,sfhx_mtot2times1.4400_q0.9500_id2poles.dat,140148,0.95
1575,777.95748,1.3776347,1.4841258999999998,1.2446184381356566,0.9282465187084196,2.007558,H1-K1-L1-V1,8.723649933338518,sfhx_mtot2times1.4400_q0.9500_id2poles.dat,140148,0.95
1595,483.94018,1.57857,1.4082344999999998,1.297543526972858,0.8920950607195118,2.1050541000000003,H1-K1-L1-V1,9.155598515599968,sfhx_mtot2times1.4400_q0.9000_id2poles.dat,136152,0.90
1602,704.47974,1.2902918,1.5481249,1.2293658056656964,0.8334545875465216,2.9329095,H1-K1-L1-V1,9.399226272991132,sfhx_mtot2times1.4200_q0.8500_id2poles.dat,130154,0.85
1605,501.72329,1.4049958,1.4396196,1.238080703201316,0.9759493410620416,2.1042779,H1-K1-L1-V1,8.905237372737085,sfhx_m1-1.4200_m2-1.4200_id2poles.dat,142142,1.00
1608,355.45637,1.4394457,1.5202455,1.287704245978306,0.9468508211338236,0.66019497,H1-K1-L1-V1,21.24224674680439,sfhx_mtot2times1.4400_q0.9500_id2poles.dat,140148,0.95
1615,340.61167,1.5591033,1.3238406,1.2498535089155092,0.8491038406499428,0.77287593,H1-K1-L1-V1,18.747885784764357,sfhx_mtot2times1.4400_q0.8500_id2poles.dat,132156,0.85
1618,61.551449,1.3883301,1.3457253999999998,1.1898933798190108,0.96931226946675,2.4040022,H1-K1-L1-V1,92.5433670664442,sfhx_mtot2times1.3600_q0.9500_id2poles.dat,133139,0.95
1627,598.20912,1.4483175,1.3507703000000002,1.2174856877242235,0.9326479173247578,2.7955504,H1-K1-L1-V1,10.05863661743309,sfhx_mtot2times1.4000_q0.9500_id2poles.dat,136144,0.95
1629,307.67305,1.341215,1.376036,1.1826356523939778,0.9746947027548698,2.3302068,H1-K1-L1-V1,10.49533275102531,sfhx_m1-1.3600_m2-1.3600_id2poles.dat,136136,1.00
1635,329.87475,1.57868,1.4072878999999998,1.2971470413866233,0.8914332860364355,0.85255392,H1-K1,9.33218067670674,sfhx_mtot2times1.4400_q0.9000_id2poles.dat,136152,0.90
1640,671.1685,1.469272,1.4350653,1.264081015213606,0.9767186062213123,2.5307357999999995,H1-K1-L1,10.43920399314635,sfhx_m1-1.4400_m2-1.4400_id2poles.dat,144144,1.00
1642,214.98445,1.4174792,1.4870411,1.263830747091668,0.9532212660430164,0.40004526,K1-L1-V1,15.59889063623211,sfhx_mtot2times1.4400_q0.9500_id2poles.dat,140148,0.95
1659,753.18855,1.3914812,1.5234201,1.2672241588223685,0.913392963634916,0.028558279,H1-K1-L1,8.192040213036861,sfhx_mtot2times1.4400_q0.9000_id2poles.dat,136152,0.90
1668,279.60316,1.3763822,1.2991266,1.164000151522099,0.9438705324727392,2.6869191000000003,H1-L1,17.716472714758662,sfhx_mtot2times1.3400_q0.9500_id2poles.dat,131137,0.95
1679,303.93083,1.3782177,1.3069245,1.1682815966689266,0.9482714523257104,2.033842,H1-K1-L1-V1,15.53171539763829,sfhx_mtot2times1.3400_q0.9500_id2poles.dat,131137,0.95
1689,441.05207,1.4056526000000005,1.3648865,1.2057905234666533,0.9709984529605676,2.4529147,L1-V1,11.88626975710885,sfhx_mtot2times1.3800_q0.9500_id2poles.dat,134142,0.95
1693,600.71537,1.4916464,1.3748425,1.2464683257116351,0.9216946455942908,0.44465756,H1-L1-V1,11.819072243267527,sfhx_mtot2times1.4400_q0.9000_id2poles.dat,136152,0.90
1717,108.02433,1.2224563,1.3530225,1.1193126736958559,0.9035003482942818,0.82830403,H1-K1-L1-V1,43.87102887790457,sfhx_mtot2times1.2800_q0.9000_id2poles.dat,121135,0.90
1723,383.8138,1.405991,1.4353921,1.236704373996426,0.9795170253479868,0.83116155,K1-V1,8.312453820534888,sfhx_m1-1.4200_m2-1.4200_id2poles.dat,142142,1.00
1724,407.30401,1.5333104,1.4409661,1.2938801170425591,0.9397745557585732,2.8242323,H1-K1-L1-V1,17.78869405061441,sfhx_mtot2times1.4400_q0.9500_id2poles.dat,140148,0.95
1728,637.81692,1.4629812,1.4163722,1.2531143093466828,0.9681410806919458,0.115423,H1-L1-V1,8.264339652980407,sfhx_mtot2times1.4400_q0.9500_id2poles.dat,140148,0.95
1731,301.67365,1.3244716,1.4327777,1.1990510432171837,0.9244083014413192,2.419603,H1-K1-L1-V1,20.77289858703021,sfhx_mtot2times1.3800_q0.9000_id2poles.dat,131145,0.90
1739,379.19569,1.3698613000000002,1.3557413,1.1863683353697152,0.9896923871051762,1.2156334,H1-K1-L1-V1,10.434977460783301,sfhx_m1-1.3600_m2-1.3600_id2poles.dat,136136,1.00
1740,303.75363,1.4263325,1.5021421,1.2741800041608389,0.9495323378527238,0.88620769,K1-L1-V1,12.15714464236338,sfhx_mtot2times1.4400_q0.9500_id2poles.dat,140148,0.95
1742,235.32686,1.3438037,1.3379992,1.1673192315298664,0.9956805447105108,0.23416764,K1-L1-V1,25.69241988814619,sfhx_m1-1.3400_m2-1.3400_id2poles.dat,134134,1.00
1744,125.37823,1.4935344,1.2911989,1.2082819973006198,0.8645257183229258,0.82770759,H1-K1-L1-V1,46.593793056777976,sfhx_mtot2times1.4000_q0.8500_id2poles.dat,129151,0.85
1749,231.94226,1.4729395,1.2017605,1.157035502265991,0.8158926418905867,2.110978,H1-L1-V1,15.421382197232811,sfhx_mtot2times1.3400_q0.8000_id2poles.dat,119149,0.80
1755,529.12285,1.3615313999999998,1.3351711000000002,1.173740643904256,0.9806392272701168,2.8054399,H1-K1-L1,13.596844329561481,sfhx_m1-1.3400_m2-1.3400_id2poles.dat,134134,1.00
1767,237.78917,1.2457472,1.3953267,1.1473802867211385,0.8927996575999012,1.7016202,H1-L1-V1,10.18677966804267,sfhx_mtot2times1.3200_q0.9000_id2poles.dat,125139,0.90
1772,237.79635,1.3782347,1.4080601,1.2127218721336546,0.978818091642537,2.1417802000000004,L1,17.26208548532377,sfhx_m1-1.4000_m2-1.4000_id2poles.dat,140140,1.00
1773,479.97623,1.5719644,1.3354587,1.2604982688044737,0.8495476742348619,0.8478491,L1-V1,9.493040070198713,sfhx_mtot2times1.4400_q0.8500_id2poles.dat,132156,0.85
1776,612.9898900000002,1.6008113000000002,1.3863211000000002,1.2961984275629068,0.8660115655105634,2.4105112,K1-L1-V1,10.58083770831363,sfhx_mtot2times1.4400_q0.8500_id2poles.dat,132156,0.85
1785,635.74355,1.4875683000000002,1.3704071000000002,1.242751258902396,0.9212397844186382,0.31138874,H1-L1-V1,10.29004556058174,sfhx_mtot2times1.4200_q0.9000_id2poles.dat,135149,0.90
1790,435.91764000000006,1.4307809,1.5080793,1.278682148798617,0.9487438094269978,0.66683006,H1-K1-L1,16.01501298209531,sfhx_mtot2times1.4400_q0.9500_id2poles.dat,140148,0.95
1795,436.35729,1.4771908,1.3968267,1.250401804007856,0.945596669028808,0.93979545,H1-K1-L1-V1,11.65473053888374,sfhx_mtot2times1.4400_q0.9500_id2poles.dat,140148,0.95
1805,345.59038,1.4094316999999998,1.3936331,1.2200815649903982,0.9887908012853692,2.141835,K1-L1-V1,10.793356971041687,sfhx_m1-1.4000_m2-1.4000_id2poles.dat,140140,1.00
1811,331.17488,1.3771063,1.4549033000000002,1.2321455480347627,0.9465277176840551,2.7659199,H1-L1-V1,10.54839536449186,sfhx_mtot2times1.4200_q0.9500_id2poles.dat,138146,0.95
